[GIN] 2026/08/05 - 14:37:20 | 200 | 175.699µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:37:21 | 200 | 64.248µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:37:22 | 200 | 112.801µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:37:23 | 200 | 70.558µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:37:27 | 200 | 202.278µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:37:27 | 304 |   4.53ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:37:33 | 200 | 96.478µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:37:34 | 200 | 174.701µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:37:42 | 200 |   5.55ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:37:42 | 200 |   3.73ms |             ::1 | GET      "/assets/index-CC80QVDJ.css"
[GIN] 2026/08/05 - 14:37:42 | 200 |   6.68ms |             ::1 | GET      "/assets/index-RxMZyKpJ.js"
[GIN] 2026/08/05 - 14:37:42 | 304 |   2.49ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:37:42 | 200 | 32.111µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:37:42 | 200 |   2.78ms |             ::1 | GET      "/assets/transactions-f7VzfDhT.js"
[GIN] 2026/08/05 - 14:37:42 | 200 |   7.83ms |             ::1 | GET      "/assets/DashboardPage-gS7JbuQu.js"
[GIN] 2026/08/05 - 14:37:42 | 200 |   3.66ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:37:42 | 200 | 389.137µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:38:34 | 304 |   3.04ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:38:34 | 304 |   5.06ms |             ::1 | GET      "/assets/ChatPage-CmFq_Kqf.js"
[GIN] 2026/08/05 - 14:38:34 | 200 | 155.848µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:38:37 | 200 | 207.715µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:40:51 | 200 |  24.91ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:40:51 | 200 |   2.12ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:40:51 | 200 |  15.34ms |             ::1 | GET      "/assets/index-hHrlJ0b6.css"
[GIN] 2026/08/05 - 14:40:52 | 200 | 135.46ms |             ::1 | GET      "/assets/index-9zcWiRor.js"
[GIN] 2026/08/05 - 14:40:52 | 200 | 37.701µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:40:52 | 200 |   1.56ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:40:52 | 200 |  39.67ms |             ::1 | GET      "/assets/transactions-BYJIv3Fu.js"
[GIN] 2026/08/05 - 14:40:52 | 200 |  78.55ms |             ::1 | GET      "/assets/DashboardPage-CIROIVyr.js"
[GIN] 2026/08/05 - 14:40:52 | 200 | 299.831µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:40:55 | 304 |   3.33ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:40:55 | 304 |   2.77ms |             ::1 | GET      "/assets/index-9zcWiRor.js"
[GIN] 2026/08/05 - 14:40:55 | 304 |   3.08ms |             ::1 | GET      "/assets/index-hHrlJ0b6.css"
[GIN] 2026/08/05 - 14:40:55 | 304 |   2.03ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:40:55 | 304 |   3.73ms |             ::1 | GET      "/assets/DashboardPage-CIROIVyr.js"
[GIN] 2026/08/05 - 14:40:55 | 304 |   4.19ms |             ::1 | GET      "/assets/transactions-BYJIv3Fu.js"
[GIN] 2026/08/05 - 14:40:55 | 200 | 16.931µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:40:56 | 304 |   4.17ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:40:56 | 200 | 177.96µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:41:34 | 304 |   2.22ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:41:34 | 200 |  41.43ms |             ::1 | GET      "/assets/ChatPage-Dt7Rm9id.js"
[GIN] 2026/08/05 - 14:41:34 | 200 | 83.815µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:41:34 | 200 | 279.448µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:41:34 | 304 |    5.2ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:41:36 | 200 | 87.961µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:41:36 | 304 |   4.43ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:41:36 | 200 | 141.467µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:41:37 | 304 |    4.9ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:41:37 | 200 | 112.824µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:41:37 | 304 |   4.63ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:41:38 | 200 | 179.529µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:41:38 | 304 |   4.15ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:42:05 | 200 |   4.52ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:42:05 | 200 |   3.26ms |             ::1 | GET      "/assets/index-hHrlJ0b6.css"
[GIN] 2026/08/05 - 14:42:05 | 200 |   5.57ms |             ::1 | GET      "/assets/index-9zcWiRor.js"
[GIN] 2026/08/05 - 14:42:05 | 200 |   3.41ms |             ::1 | GET      "/assets/transactions-BYJIv3Fu.js"
[GIN] 2026/08/05 - 14:42:05 | 200 |    6.7ms |             ::1 | GET      "/assets/DashboardPage-CIROIVyr.js"
[GIN] 2026/08/05 - 14:42:05 | 200 | 40.906µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:42:05 | 200 |   4.44ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:42:05 | 200 | 205.287µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:42:07 | 304 |    5.9ms |             ::1 | GET      "/assets/ChatPage-Dt7Rm9id.js"
[GIN] 2026/08/05 - 14:42:07 | 200 | 67.751µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:42:08 | 200 | 359.722µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:42:08 | 304 |   4.96ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:42:11 | 304 |   4.91ms |             ::1 | GET      "/assets/index-hHrlJ0b6.css"
[GIN] 2026/08/05 - 14:42:11 | 304 |   1.47ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:42:40 | 200 |  20.75ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:42:40 | 200 |  12.49ms |             ::1 | GET      "/assets/index-hHrlJ0b6.css"
[GIN] 2026/08/05 - 14:42:40 | 200 | 160.61ms |             ::1 | GET      "/assets/index-zhrqXbBC.js"
[GIN] 2026/08/05 - 14:42:40 | 200 | 21.678µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:42:40 | 200 |   2.66ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:42:40 | 304 |   3.54ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:42:54 | 200 |   3.44ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:43:16 | 200 |   5.44ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:43:16 | 200 |   2.27ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:43:16 | 200 |   3.06ms |             ::1 | GET      "/assets/index-hHrlJ0b6.css"
[GIN] 2026/08/05 - 14:43:16 | 200 |   7.42ms |             ::1 | GET      "/assets/index-zhrqXbBC.js"
[GIN] 2026/08/05 - 14:43:16 | 200 | 17.631µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:43:16 | 200 |   1.89ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:43:16 | 200 |  52.68ms |             ::1 | GET      "/assets/transactions-BYndrMdF.js"
[GIN] 2026/08/05 - 14:43:16 | 200 |  67.27ms |             ::1 | GET      "/assets/DashboardPage-TqezwgOS.js"
[GIN] 2026/08/05 - 14:43:17 | 200 | 183.703µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:43:53 | 200 | 142.87µs |             ::1 | GET      "/api/dashboard/quarter?year=2026&quarter=3"
[GIN] 2026/08/05 - 14:43:55 | 200 | 204.16µs |             ::1 | GET      "/api/dashboard/year?year=2026"
[GIN] 2026/08/05 - 14:43:57 | 200 | 100.467µs |             ::1 | GET      "/api/dashboard/quarter?year=2026&quarter=3"
[GIN] 2026/08/05 - 14:43:59 | 200 | 159.55µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:44:26 | 200 |  17.38ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:26 | 200 |  19.28ms |             ::1 | GET      "/assets/ChatPage-BeDkNUav.js"
[GIN] 2026/08/05 - 14:44:28 | 200 |   3.83ms |             ::1 | GET      "/chat"
[GIN] 2026/08/05 - 14:44:28 | 200 |  14.99ms |             ::1 | GET      "/assets/index-B7T9Ybef.css"
[GIN] 2026/08/05 - 14:44:28 | 200 |   1.51ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:44:28 | 200 | 110.25ms |             ::1 | GET      "/assets/index-CWlnBzH2.js"
[GIN] 2026/08/05 - 14:44:28 | 200 |  27.12ms |             ::1 | GET      "/assets/ChatPage-DNzTzpbC.js"
[GIN] 2026/08/05 - 14:44:28 | 200 |  31.65ms |             ::1 | GET      "/assets/transactions-DeoRNztN.js"
[GIN] 2026/08/05 - 14:44:28 | 200 | 15.843µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:44:28 | 304 |   3.36ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:28 | 200 | 121.223µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:44:30 | 304 |   2.27ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:30 | 200 |  65.74ms |             ::1 | GET      "/assets/DashboardPage-B1x4ErLF.js"
[GIN] 2026/08/05 - 14:44:30 | 200 |  99.27µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:44:29 | 200 | 86.337µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:44:29 | 304 |   4.19ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:30 | 200 | 101.402µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:44:30 | 304 |   4.54ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:32 | 304 |   3.02ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:32 | 200 |  21.76ms |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:44:33 | 200 | 174.131µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:44:33 | 304 |    4.3ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:35 | 200 | 138.558µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:44:35 | 304 |   4.22ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:37 | 200 | 224.694µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:44:37 | 304 |   4.59ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:39 | 200 | 90.377µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:44:39 | 304 |   3.99ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:40 | 200 | 112.789µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:44:40 | 304 |   3.78ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:41 | 200 | 90.804µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:44:41 | 304 |   3.85ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:42 | 200 | 137.067µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:44:42 | 304 |   3.55ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:44 | 304 |   4.12ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:44:44 | 200 | 50.641µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:44:45 | 200 | 104.206µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:44:45 | 304 |   3.99ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:45:20 | 200 | 213.391µs |             ::1 | GET      "/api/dashboard/quarter?year=2026&quarter=3"
[GIN] 2026/08/05 - 14:45:21 | 200 | 119.047µs |             ::1 | GET      "/api/dashboard/year?year=2026"
[GIN] 2026/08/05 - 14:45:22 | 200 | 79.497µs |             ::1 | GET      "/api/dashboard/quarter?year=2026&quarter=3"
[GIN] 2026/08/05 - 14:45:22 | 200 | 108.746µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:45:23 | 200 | 114.643µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:45:23 | 304 |   5.31ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:45:26 | 200 | 107.39µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:46:26 | 200 |  46.78ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:46:26 | 200 |  17.31ms |             ::1 | GET      "/assets/index-BQJkIVyY.css"
[GIN] 2026/08/05 - 14:46:26 | 200 |   1.91ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:46:26 | 200 | 116.12ms |             ::1 | GET      "/assets/index-lfN4YRf8.js"
[GIN] 2026/08/05 - 14:46:26 | 200 |  31.39ms |             ::1 | GET      "/assets/transactions-McjHpnbL.js"
[GIN] 2026/08/05 - 14:46:26 | 200 | 23.807µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:46:26 | 200 |   2.03ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:46:26 | 200 |  67.82ms |             ::1 | GET      "/assets/DashboardPage-DlG58mPd.js"
[GIN] 2026/08/05 - 14:46:27 | 200 | 320.744µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:46:29 | 304 |    2.3ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:46:29 | 200 |  33.59ms |             ::1 | GET      "/assets/ChatPage-BqWoV0ME.js"
[GIN] 2026/08/05 - 14:46:29 | 200 | 76.601µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:46:29 | 200 | 145.266µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:46:28 | 200 | 76.933µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:46:32 | 200 | 140.646µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:46:32 | 304 |   4.17ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:46:32 | 200 | 113.768µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:46:33 | 200 | 112.19µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:46:33 | 304 |   4.72ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:46:34 | 200 | 71.484µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:46:34 | 304 |   4.34ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:46:35 | 200 | 187.527µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:47:48 | 200 | 94.836µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:47:48 | 304 |   3.66ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:47:49 | 200 | 213.907µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:47:55 | 200 | 95.414µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:47:55 | 200 | 112.56µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:48:19 | 200 |  23.09ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:48:19 | 200 |    2.4ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:48:19 | 200 |  14.17ms |             ::1 | GET      "/assets/index-BQJkIVyY.css"
[GIN] 2026/08/05 - 14:48:19 | 200 | 124.37ms |             ::1 | GET      "/assets/index-Css_D2ju.js"
[GIN] 2026/08/05 - 14:48:19 | 200 |  29.53ms |             ::1 | GET      "/assets/transactions-DTj1paQR.js"
[GIN] 2026/08/05 - 14:48:19 | 200 | 40.035µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:48:19 | 200 |   2.24ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:48:19 | 200 |  61.84ms |             ::1 | GET      "/assets/DashboardPage-CwXIbveP.js"
[GIN] 2026/08/05 - 14:48:20 | 200 | 220.64µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:48:23 | 200 | 107.312µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=9"
[GIN] 2026/08/05 - 14:48:23 | 200 |  115.3µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=10"
[GIN] 2026/08/05 - 14:48:24 | 200 | 126.196µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=9"
[GIN] 2026/08/05 - 14:48:25 | 200 | 148.788µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:48:25 | 200 | 112.632µs |             ::1 | GET      "/api/dashboard/quarter?year=2026&quarter=3"
[GIN] 2026/08/05 - 14:48:26 | 200 | 142.632µs |             ::1 | GET      "/api/dashboard/year?year=2026"
[GIN] 2026/08/05 - 14:48:26 | 200 | 93.192µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:48:27 | 200 | 103.356µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=7"
[GIN] 2026/08/05 - 14:48:32 | 304 |    1.6ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:48:32 | 200 |  47.85ms |             ::1 | GET      "/assets/ChatPage-IpCFeEd2.js"
[GIN] 2026/08/05 - 14:48:32 | 200 | 115.067µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:48:32 | 200 | 139.876µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:48:32 | 304 |   3.85ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:48:34 | 200 | 79.332µs |             ::1 | GET      "/api/transactions"
[GIN] 2026/08/05 - 14:48:34 | 304 |      5ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:48:35 | 200 | 136.955µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:48:35 | 304 |   4.27ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:51:16 | 304 |   2.31ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:51:16 | 304 |   7.11ms |             ::1 | GET      "/assets/index-Css_D2ju.js"
[GIN] 2026/08/05 - 14:51:16 | 304 |   3.66ms |             ::1 | GET      "/assets/index-BQJkIVyY.css"
[GIN] 2026/08/05 - 14:51:16 | 304 |   3.03ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:51:16 | 200 | 313.276µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:51:16 | 304 |   5.79ms |             ::1 | GET      "/assets/DashboardPage-CwXIbveP.js"
[GIN] 2026/08/05 - 14:51:16 | 304 |   5.84ms |             ::1 | GET      "/assets/transactions-DTj1paQR.js"
[GIN] 2026/08/05 - 14:51:16 | 304 |  18.61ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:51:17 | 200 | 116.549µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:51:21 | 200 |  21.83ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:51:21 | 200 | 107.96ms |             ::1 | GET      "/assets/index-DQPZb27J.js"
[GIN] 2026/08/05 - 14:51:21 | 200 | 29.888µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:51:21 | 200 |  43.79ms |             ::1 | GET      "/assets/transactions-s05dxLEC.js"
[GIN] 2026/08/05 - 14:51:21 | 200 |  85.49ms |             ::1 | GET      "/assets/DashboardPage-D1rfhTBD.js"
[GIN] 2026/08/05 - 14:51:22 | 200 | 383.621µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:51:41 | 304 |   2.07ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:51:41 | 200 |   2.37ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:51:41 | 304 |   1.91ms |             ::1 | GET      "/assets/index-DQPZb27J.js"
[GIN] 2026/08/05 - 14:51:41 | 200 |  15.39ms |             ::1 | GET      "/assets/index-BQJkIVyY.css"
[GIN] 2026/08/05 - 14:51:41 | 200 | 33.666µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:51:41 | 304 |   4.82ms |             ::1 | GET      "/assets/DashboardPage-D1rfhTBD.js"
[GIN] 2026/08/05 - 14:51:41 | 304 |   3.52ms |             ::1 | GET      "/assets/transactions-s05dxLEC.js"
[GIN] 2026/08/05 - 14:51:41 | 200 |   2.55ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:51:42 | 200 | 290.006µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:52:10 | 200 |    3.5ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:52:10 | 200 |   3.45ms |             ::1 | GET      "/assets/index-BQJkIVyY.css"
[GIN] 2026/08/05 - 14:52:10 | 200 |   7.59ms |             ::1 | GET      "/assets/index-DQPZb27J.js"
[GIN] 2026/08/05 - 14:52:10 | 304 |   1.79ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:52:10 | 200 | 28.506µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:52:10 | 200 |   4.67ms |             ::1 | GET      "/assets/transactions-s05dxLEC.js"
[GIN] 2026/08/05 - 14:52:10 | 200 |    8.8ms |             ::1 | GET      "/assets/DashboardPage-D1rfhTBD.js"
[GIN] 2026/08/05 - 14:52:10 | 200 |   3.96ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:52:10 | 200 | 265.927µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:55:25 | 304 |   3.13ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:55:25 | 304 |   2.21ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:55:25 | 304 |   4.64ms |             ::1 | GET      "/assets/index-DQPZb27J.js"
[GIN] 2026/08/05 - 14:55:25 | 304 |   4.54ms |             ::1 | GET      "/assets/index-BQJkIVyY.css"
[GIN] 2026/08/05 - 14:55:25 | 200 | 40.634µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:55:25 | 304 |   4.71ms |             ::1 | GET      "/assets/DashboardPage-D1rfhTBD.js"
[GIN] 2026/08/05 - 14:55:25 | 304 |   4.96ms |             ::1 | GET      "/assets/transactions-s05dxLEC.js"
[GIN] 2026/08/05 - 14:55:25 | 304 |   5.63ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:55:25 | 200 | 304.815µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:55:59 | 304 |   5.56ms |             ::1 | GET      "/assets/index-BQJkIVyY.css"
[GIN] 2026/08/05 - 14:55:59 | 304 |   2.64ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:56:49 | 304 |   3.26ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:56:50 | 304 |   3.99ms |             ::1 | GET      "/assets/index-DQPZb27J.js"
[GIN] 2026/08/05 - 14:56:50 | 304 |   4.56ms |             ::1 | GET      "/assets/index-BQJkIVyY.css"
[GIN] 2026/08/05 - 14:56:50 | 304 |   2.99ms |             ::1 | GET      "/.well-known/appspecific/com.chrome.devtools.json"
[GIN] 2026/08/05 - 14:56:50 | 304 |   3.48ms |             ::1 | GET      "/assets/transactions-s05dxLEC.js"
[GIN] 2026/08/05 - 14:56:50 | 304 |   4.69ms |             ::1 | GET      "/assets/DashboardPage-D1rfhTBD.js"
[GIN] 2026/08/05 - 14:56:50 | 200 | 35.847µs |             ::1 | GET      "/api/config"
[GIN] 2026/08/05 - 14:56:50 | 304 |   5.44ms |             ::1 | GET      "/assets/favicon.png"
[GIN] 2026/08/05 - 14:56:50 | 200 | 230.486µs |             ::1 | GET      "/api/dashboard/month?year=2026&month=8"
[GIN] 2026/08/05 - 14:56:58 | 200 |   25.4ms |             ::1 | GET      "/dashboard"
[GIN] 2026/08/05 - 14:56:58 | 200 | 125.83ms |             ::1 | GET      "/assets/index-B2vxWHWQ.js"
[GIN] 2026/08/05 - 14:56:58 | 200 | 29.324µs |             ::1 | GET      "/api/config"
